"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
1,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",1,"Ilomantsi",1,"Ilomantsi","Ilomants","Kunta|Kommun","Municipality"
2,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",1,"Ilomantsi",2,"Tuupovaara",NA,"Kunta|Kommun","Municipality"
3,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",3,"Eno",NA,"Kunta|Kommun","Municipality"
4,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",4,"Joensuu",NA,"Kunta|Kommun","Municipality"
5,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",5,"Kiihtelysvaara",NA,"Kunta|Kommun","Municipality"
6,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",6,"Kontiolahti",NA,"Kunta|Kommun","Municipality"
7,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",7,"Liperi",NA,"Kunta|Kommun","Municipality"
8,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",8,"Outokumpu",NA,"Kunta|Kommun","Municipality"
9,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",9,"Polvijärvi","Polvijaervi","Kunta|Kommun","Municipality"
10,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",2,"Joensuu",10,"Pyhäselkä","Pyhaeselkae","Kunta|Kommun","Municipality"
11,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",3,"Middle Karelia",11,"Kesälahti","Kesaelahti","Kunta|Kommun","Municipality"
12,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",3,"Middle Karelia",12,"Kitee",NA,"Kunta|Kommun","Municipality"
13,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",3,"Middle Karelia",13,"Rääkkylä","Raeaekkylae","Kunta|Kommun","Municipality"
14,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",3,"Middle Karelia",14,"Tohmajärvi","Tohmajaervi","Kunta|Kommun","Municipality"
15,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",3,"Middle Karelia",15,"Värtsilä","Vaertsilae","Kunta|Kommun","Municipality"
16,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",4,"Pielisen Karelia",16,"Juuka",NA,"Kunta|Kommun","Municipality"
17,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",4,"Pielisen Karelia",17,"Lieksa",NA,"Kunta|Kommun","Municipality"
18,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",4,"Pielisen Karelia",18,"Nurmes",NA,"Kunta|Kommun","Municipality"
19,78,"FIN","Finland",1,"Eastern Finland",1,"North Karelia",4,"Pielisen Karelia",19,"Valtimo",NA,"Kunta|Kommun","Municipality"
20,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",5,"Kuopio",20,"Karttula",NA,"Kunta|Kommun","Municipality"
21,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",5,"Kuopio",21,"Kuopio",NA,"Kunta|Kommun","Municipality"
22,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",5,"Kuopio",22,"Maaninka",NA,"Kunta|Kommun","Municipality"
23,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",5,"Kuopio",23,"Siilinjärvi","Siilinjaervi","Kunta|Kommun","Municipality"
24,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",5,"Kuopio",24,"Vehmersalmi",NA,"Kunta|Kommun","Municipality"
25,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",6,"North Eastern Savonia",25,"Juankoski",NA,"Kunta|Kommun","Municipality"
26,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",6,"North Eastern Savonia",26,"Kaavi",NA,"Kunta|Kommun","Municipality"
27,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",6,"North Eastern Savonia",27,"Nilsiä","Nilsiae","Kunta|Kommun","Municipality"
28,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",6,"North Eastern Savonia",28,"Rautavaara",NA,"Kunta|Kommun","Municipality"
29,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",6,"North Eastern Savonia",29,"Tuusniemi",NA,"Kunta|Kommun","Municipality"
30,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",30,"Iisalmi","Idensalmi","Kunta|Kommun","Municipality"
31,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",31,"Keitele",NA,"Kunta|Kommun","Municipality"
32,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",32,"Kiuruvesi",NA,"Kunta|Kommun","Municipality"
33,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",33,"Lapinlahti",NA,"Kunta|Kommun","Municipality"
34,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",34,"Pielavesi",NA,"Kunta|Kommun","Municipality"
35,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",35,"Sonkajärvi","Sonkajaervi","Kunta|Kommun","Municipality"
36,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",36,"Varpaisjärvi","Varpaisjaervi","Kunta|Kommun","Municipality"
37,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",7,"Upper Savonia",37,"Vieremä","Vieremae","Kunta|Kommun","Municipality"
38,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",38,"Leppävirta","Leppaevirta","Kunta|Kommun","Municipality"
39,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",39,"Rautalampi",NA,"Kunta|Kommun","Municipality"
40,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",40,"Suonenjoki",NA,"Kunta|Kommun","Municipality"
41,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",41,"Tervo",NA,"Kunta|Kommun","Municipality"
42,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",42,"Varkaus",NA,"Kunta|Kommun","Municipality"
43,78,"FIN","Finland",1,"Eastern Finland",2,"North Savonia",8,"Varkaus",43,"Vesanto",NA,"Kunta|Kommun","Municipality"
44,78,"FIN","Finland",1,"Eastern Finland",3,"Päijänne Tavastia",9,"Heinola",44,"Hartola",NA,"Kunta|Kommun","Municipality"
45,78,"FIN","Finland",1,"Eastern Finland",3,"Päijänne Tavastia",9,"Heinola",45,"Heinola landskommun","Heinola lk","Kunta|Kommun","Municipality"
46,78,"FIN","Finland",1,"Eastern Finland",3,"Päijänne Tavastia",9,"Heinola",46,"Heinola",NA,"Kunta|Kommun","Municipality"
47,78,"FIN","Finland",1,"Eastern Finland",3,"Päijänne Tavastia",9,"Heinola",47,"Sysmä","Sysmae","Kunta|Kommun","Municipality"
48,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",10,"Juva",48,"Joroinen","Jorois","Kunta|Kommun","Municipality"
49,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",10,"Juva",49,"Juva",NA,"Kunta|Kommun","Municipality"
50,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",10,"Juva",50,"Puumala",NA,"Kunta|Kommun","Municipality"
51,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",10,"Juva",51,"Rantasalmi",NA,"Kunta|Kommun","Municipality"
52,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",10,"Juva",52,"Sulkava",NA,"Kunta|Kommun","Municipality"
53,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",53,"Anttola",NA,"Kunta|Kommun","Municipality"
54,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",54,"Hirvensalmi",NA,"Kunta|Kommun","Municipality"
55,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",55,"Kangasniemi",NA,"Kunta|Kommun","Municipality"
56,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",56,"Mäntyharju","Maentyharju","Kunta|Kommun","Municipality"
57,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",57,"Mikkeli","St Michel","Kunta|Kommun","Municipality"
58,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",58,"Pertunmaa",NA,"Kunta|Kommun","Municipality"
59,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",59,"Ristiina",NA,"Kunta|Kommun","Municipality"
60,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",11,"Mikkeli",60,"S:t Michels landskommun","S:t Michels lk","Kunta|Kommun","Municipality"
61,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",12,"Pieksämäki",61,"Haukivuori",NA,"Kunta|Kommun","Municipality"
62,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",12,"Pieksämäki",62,"Jäppilä","Jaeppilae","Kunta|Kommun","Municipality"
63,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",12,"Pieksämäki",63,"Pieksämäen mlk","Pieksaemaeen mlk|Pieksä nmaa","Kunta|Kommun","Municipality"
64,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",12,"Pieksämäki",64,"Pieksämäki","Pieksaemaeki","Kunta|Kommun","Municipality"
65,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",12,"Pieksämäki",65,"Virtasalmi",NA,"Kunta|Kommun","Municipality"
66,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",66,"Enonkoski",NA,"Kunta|Kommun","Municipality"
67,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",67,"Heinävesi","Heinaevesi","Kunta|Kommun","Municipality"
68,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",68,"Kerimäki","Kerimaeki","Kunta|Kommun","Municipality"
69,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",69,"Punkaharju",NA,"Kunta|Kommun","Municipality"
70,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",70,"Savonlinna","Nyslott","Kunta|Kommun","Municipality"
71,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",13,"Savonlinna",71,"Savonranta",NA,"Kunta|Kommun","Municipality"
72,78,"FIN","Finland",1,"Eastern Finland",4,"Southern Savonia",14,"Varkaus",72,"Kangaslampi",NA,"Kunta|Kommun","Municipality"
73,78,"FIN","Finland",2,"Lapland",5,"Lapland",15,"Eastern Lapland",73,"Kemijärvi","Kemijaervi","Kunta|Kommun","Municipality"
74,78,"FIN","Finland",2,"Lapland",5,"Lapland",15,"Eastern Lapland",74,"Pelkosenniemi",NA,"Kunta|Kommun","Municipality"
75,78,"FIN","Finland",2,"Lapland",5,"Lapland",15,"Eastern Lapland",75,"Posio",NA,"Kunta|Kommun","Municipality"
76,78,"FIN","Finland",2,"Lapland",5,"Lapland",15,"Eastern Lapland",76,"Salla",NA,"Kunta|Kommun","Municipality"
77,78,"FIN","Finland",2,"Lapland",5,"Lapland",15,"Eastern Lapland",77,"Savukoski","Suovâkuoškâ|Suovvaguoika","Kunta|Kommun","Municipality"
78,78,"FIN","Finland",2,"Lapland",5,"Lapland",16,"Kemi-Tornio",78,"Kemi","Giepma","Kunta|Kommun","Municipality"
79,78,"FIN","Finland",2,"Lapland",5,"Lapland",16,"Kemi-Tornio",79,"Keminmaa",NA,"Kunta|Kommun","Municipality"
80,78,"FIN","Finland",2,"Lapland",5,"Lapland",16,"Kemi-Tornio",80,"Simo",NA,"Kunta|Kommun","Municipality"
81,78,"FIN","Finland",2,"Lapland",5,"Lapland",16,"Kemi-Tornio",81,"Tervola",NA,"Kunta|Kommun","Municipality"
82,78,"FIN","Finland",2,"Lapland",5,"Lapland",16,"Kemi-Tornio",82,"Tornio","Tornio|Torneå|Duortnus","Kunta|Kommun","Municipality"
83,78,"FIN","Finland",2,"Lapland",5,"Lapland",17,"Northern Lapland",83,"Inari","Enare","Kunta|Kommun","Municipality"
84,78,"FIN","Finland",2,"Lapland",5,"Lapland",17,"Northern Lapland",84,"Sodankylä","Sodankylae|Suádigil|Soadegilli","Kunta|Kommun","Municipality"
85,78,"FIN","Finland",2,"Lapland",5,"Lapland",17,"Northern Lapland",85,"Utsjoki","Ohcejohka|Uccjuuhâ","Kunta|Kommun","Municipality"
86,78,"FIN","Finland",2,"Lapland",5,"Lapland",18,"Rovaniemi",86,"Ranua",NA,"Kunta|Kommun","Municipality"
87,78,"FIN","Finland",2,"Lapland",5,"Lapland",18,"Rovaniemi",87,"Rovaniemen mlk","Rovaniemen maalaiskunta|Rovaniemi lk","Kunta|Kommun","Municipality"
88,78,"FIN","Finland",2,"Lapland",5,"Lapland",18,"Rovaniemi",88,"Rovaniemi","Ruávinjargâ|Roavenjárga|Roavvenjárga","Kunta|Kommun","Municipality"
89,78,"FIN","Finland",2,"Lapland",5,"Lapland",19,"Tornio Valley",89,"Pello",NA,"Kunta|Kommun","Municipality"
90,78,"FIN","Finland",2,"Lapland",5,"Lapland",19,"Tornio Valley",90,"Ylitornio","Oevertorneaa|Övertorneå","Kunta|Kommun","Municipality"
91,78,"FIN","Finland",2,"Lapland",5,"Lapland",20,"Tunturi Lapland",91,"Enontekiö","Enontekis|Enontekijo|Sw. Enontekis","Kunta|Kommun","Municipality"
92,78,"FIN","Finland",2,"Lapland",5,"Lapland",20,"Tunturi Lapland",92,"Kittilä","Kittilae|Kittâl|Gihttel","Kunta|Kommun","Municipality"
93,78,"FIN","Finland",2,"Lapland",5,"Lapland",20,"Tunturi Lapland",93,"Kolari",NA,"Kunta|Kommun","Municipality"
94,78,"FIN","Finland",2,"Lapland",5,"Lapland",20,"Tunturi Lapland",94,"Muonio",NA,"Kunta|Kommun","Municipality"
95,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",95,"Kajaani","Kajana","Kunta|Kommun","Municipality"
96,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",96,"Paltamo",NA,"Kunta|Kommun","Municipality"
97,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",97,"Ristijärvi","Ristijaervi","Kunta|Kommun","Municipality"
98,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",98,"Sotkamo",NA,"Kunta|Kommun","Municipality"
99,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",99,"Vaala",NA,"Kunta|Kommun","Municipality"
100,78,"FIN","Finland",3,"Oulu",6,"Kainuu",21,"Kajaani",100,"Vuolijoki",NA,"Kunta|Kommun","Municipality"
101,78,"FIN","Finland",3,"Oulu",6,"Kainuu",22,"Kehys-Kainuu",101,"Hyrynsalmi",NA,"Kunta|Kommun","Municipality"
102,78,"FIN","Finland",3,"Oulu",6,"Kainuu",22,"Kehys-Kainuu",102,"Kuhmo",NA,"Kunta|Kommun","Municipality"
103,78,"FIN","Finland",3,"Oulu",6,"Kainuu",22,"Kehys-Kainuu",103,"Puolanka",NA,"Kunta|Kommun","Municipality"
104,78,"FIN","Finland",3,"Oulu",6,"Kainuu",22,"Kehys-Kainuu",104,"Suomussalmi",NA,"Kunta|Kommun","Municipality"
105,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",23,"Koillismaa",105,"Kuusamo",NA,"Kunta|Kommun","Municipality"
106,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",23,"Koillismaa",106,"Taivalkoski",NA,"Kunta|Kommun","Municipality"
107,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",24,"Nivala-Haapajärvi",107,"Haapajärvi","Haapajaervi","Kunta|Kommun","Municipality"
108,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",24,"Nivala-Haapajärvi",108,"Kärsämäki","Kaersaemaeki","Kunta|Kommun","Municipality"
109,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",24,"Nivala-Haapajärvi",109,"Nivala",NA,"Kunta|Kommun","Municipality"
110,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",24,"Nivala-Haapajärvi",110,"Pyhäjärvi","Pyhaejaervi","Kunta|Kommun","Municipality"
111,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",24,"Nivala-Haapajärvi",111,"Reisjärvi","Reisjaervi","Kunta|Kommun","Municipality"
112,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",25,"Oulunkaari",112,"Ii",NA,"Kunta|Kommun","Municipality"
113,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",25,"Oulunkaari",113,"Kuivaniemi",NA,"Kunta|Kommun","Municipality"
114,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",25,"Oulunkaari",114,"Pudasjärvi","Pudasjaervi","Kunta|Kommun","Municipality"
115,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",25,"Oulunkaari",115,"Yli-Ii",NA,"Kunta|Kommun","Municipality"
116,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",25,"Oulunkaari",116,"Ylikiiminki",NA,"Kunta|Kommun","Municipality"
117,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",117,"Hailuoto","Karloe|Karlö","Kunta|Kommun","Municipality"
118,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",118,"Haukipudas",NA,"Kunta|Kommun","Municipality"
119,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",119,"Kempele",NA,"Kunta|Kommun","Municipality"
120,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",120,"Kiiminki",NA,"Kunta|Kommun","Municipality"
121,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",121,"Liminka","Limingo","Kunta|Kommun","Municipality"
122,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",122,"Lumijoki",NA,"Kunta|Kommun","Municipality"
123,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",123,"Muhos",NA,"Kunta|Kommun","Municipality"
124,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",124,"Oulu","Uleåborg","Kunta|Kommun","Municipality"
125,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",125,"Oulunsalo","Uleåsalo","Kunta|Kommun","Municipality"
126,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",126,"Temmes",NA,"Kunta|Kommun","Municipality"
127,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",26,"Oulu",127,"Tyrnävä","Tyrnaevae","Kunta|Kommun","Municipality"
128,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",128,"Pattijoki",NA,"Kunta|Kommun","Municipality"
129,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",129,"Pyhäjoki","Pyhaejoki","Kunta|Kommun","Municipality"
130,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",130,"Raahe","Brahestad","Kunta|Kommun","Municipality"
131,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",131,"Ruukki",NA,"Kunta|Kommun","Municipality"
132,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",132,"Siikajoki",NA,"Kunta|Kommun","Municipality"
133,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",27,"Raahe",133,"Vihanti",NA,"Kunta|Kommun","Municipality"
134,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",134,"Haapavesi",NA,"Kunta|Kommun","Municipality"
135,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",135,"Kestilä","Kestilae","Kunta|Kommun","Municipality"
136,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",136,"Piippola",NA,"Kunta|Kommun","Municipality"
137,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",137,"Pulkkila",NA,"Kunta|Kommun","Municipality"
138,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",138,"Pyhäntä","Pyhaentae","Kunta|Kommun","Municipality"
139,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",28,"Siikalatva",139,"Rantsila",NA,"Kunta|Kommun","Municipality"
140,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",140,"Alavieska",NA,"Kunta|Kommun","Municipality"
141,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",141,"Kalajoki",NA,"Kunta|Kommun","Municipality"
142,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",142,"Merijärvi","Merijaervi","Kunta|Kommun","Municipality"
143,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",143,"Oulainen",NA,"Kunta|Kommun","Municipality"
144,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",144,"Sievi",NA,"Kunta|Kommun","Municipality"
145,78,"FIN","Finland",3,"Oulu",7,"Northern Ostrobothnia",29,"Ylivieska",145,"Ylivieska",NA,"Kunta|Kommun","Municipality"
146,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",30,"Loviisa",146,"Lapinjärvi","Lapptraesk|Lapinjaer |Lappträsk","Kunta|Kommun","Municipality"
147,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",30,"Loviisa",147,"Liljendal",NA,"Kunta|Kommun","Municipality"
148,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",30,"Loviisa",148,"Loviisa","Lovisa","Kunta|Kommun","Municipality"
149,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",30,"Loviisa",149,"Pernaja","Pernaa|Pernå","Kunta|Kommun","Municipality"
150,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",30,"Loviisa",150,"Ruotsinpyhtää","Stroemfors|Ruotsinpy|Strömfors","Kunta|Kommun","Municipality"
151,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",151,"Askola","Askola","Kunta|Kommun","Municipality"
152,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",152,"Borgaa lnadskommun (Porvoon maalais","Borgaa lk","Kunta|Kommun","Municipality"
153,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",153,"Myrskylä","Moerskom|Myrskylae |Mörskom","Kunta|Kommun","Municipality"
154,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",154,"Porvoo","Borgaa|Borgå","Kunta|Kommun","Municipality"
155,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",155,"Pukkila",NA,"Kunta|Kommun","Municipality"
156,78,"FIN","Finland",4,"Southern Finland",8,"Eastern Uusimaa",31,"Porvoo",156,"Sipoo","Sibbo","Kunta|Kommun","Municipality"
157,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",157,"Hamina","Fredrikshamn","Kunta|Kommun","Municipality"
158,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",158,"Kotka",NA,"Kunta|Kommun","Municipality"
159,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",159,"Miehikkälä","Miehikkaelae","Kunta|Kommun","Municipality"
160,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",160,"Pyhtää","Pyttis|Pyhtaeae","Kunta|Kommun","Municipality"
161,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",161,"Veckelaaa",NA,"Kunta|Kommun","Municipality"
162,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",32,"Kotka-Hamina",162,"Virolahti","Virolahti","Kunta|Kommun","Municipality"
163,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",163,"Anjalankoski",NA,"Kunta|Kommun","Municipality"
164,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",164,"Elimäki","Elimaeki","Kunta|Kommun","Municipality"
165,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",165,"Iitti",NA,"Kunta|Kommun","Municipality"
166,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",166,"Jaala",NA,"Kunta|Kommun","Municipality"
167,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",167,"Kouvola",NA,"Kunta|Kommun","Municipality"
168,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",168,"Kuusankoski",NA,"Kunta|Kommun","Municipality"
169,78,"FIN","Finland",4,"Southern Finland",9,"Kymenlaakso",33,"Kouvola",169,"Valkeala",NA,"Kunta|Kommun","Municipality"
170,78,"FIN","Finland",4,"Southern Finland",10,"Päijänne Tavastia",34,"Lahti",170,"Artjärvi","Artsjoe|Artjaervi|Artsjö","Kunta|Kommun","Municipality"
171,78,"FIN","Finland",4,"Southern Finland",10,"Päijänne Tavastia",34,"Lahti",171,"Orimattila",NA,"Kunta|Kommun","Municipality"
172,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",172,"Imatra",NA,"Kunta|Kommun","Municipality"
173,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",173,"Parikkala",NA,"Kunta|Kommun","Municipality"
174,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",174,"Rautjärvi","Rautjaervi","Kunta|Kommun","Municipality"
175,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",175,"Ruokolahti",NA,"Kunta|Kommun","Municipality"
176,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",176,"Saari",NA,"Kunta|Kommun","Municipality"
177,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",35,"Imatra",177,"Uukuniemi",NA,"Kunta|Kommun","Municipality"
178,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",36,"Lappeenranta",178,"Joutseno",NA,"Kunta|Kommun","Municipality"
179,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",36,"Lappeenranta",179,"Lappeenranta","Villmanstrand|Lappeenranta","Kunta|Kommun","Municipality"
180,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",37,"Western Saimaa",180,"Lemi",NA,"Kunta|Kommun","Municipality"
181,78,"FIN","Finland",4,"Southern Finland",11,"South Karelia",37,"Western Saimaa",181,"Luumäki","Luumaeki","Kunta|Kommun","Municipality"
