"lat","long","presence","year","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
60.415996,24.387556,0,2024,5.5,4.08333349227905,3.25,5.16666650772095,4.83333349227905,3.58333325386047,5.45833349227905,4.95833349227905,5.875,4.79166650772095,NA,3.66666674613953,NA,4.83333349227905,18,17.3333339691162,17.1666660308838,17,17.6666660308838
63.217612,26.346629,0,2024,3.20833325386047,3.16666674613953,4.20833349227905,5.875,4.875,5.875,5.625,NA,4.5,5,5.08333349227905,2.41666674613953,4.25,2.95833325386047,18,17.3333339691162,16.8333339691162,18,17.6666660308838
61.535,23.878,0,2024,4.83333349227905,3.20833325386047,3.20833325386047,4.66666650772095,5.875,4.16666650772095,4.16666650772095,4.20833349227905,4.625,4.79166650772095,4.91666650772095,3.375,4.79166650772095,5.875,17,18,16.3333339691162,17.6666660308838,16
61.535,23.878,0,2024,4.83333349227905,NA,3.25,4.45833349227905,4.70833349227905,5.25,5.25,NA,4.58333349227905,4.83333349227905,4.58333349227905,6,4.58333349227905,5.5,18.1666660308838,18,17,17,18.1666660308838
63.217612,26.346629,0,2024,3.20833325386047,4.08333349227905,4.20833349227905,4.58333349227905,2.25,4.25,3.58333325386047,5.04166650772095,5.16666650772095,3.20833325386047,4.91666650772095,NA,NA,4.20833349227905,17,18,18,NA,17.6666660308838
61.535,23.878,0,2024,4.83333349227905,3.16666674613953,5,NA,2.70833325386047,3.33333325386047,4.54166650772095,6.41666650772095,6,4.125,4.66666650772095,NA,5.08333349227905,5.08333349227905,17,17.5,17.1666660308838,17,17.5
63.217612,26.346629,0,2024,3.20833325386047,3.20833325386047,4.875,6.41666650772095,4.75,4.875,3.33333325386047,5,5.375,2.875,4.875,4.58333349227905,NA,4.58333349227905,18.1666660308838,18,17.6666660308838,18,17.6666660308838
63.217612,26.346629,0,2024,3.20833325386047,NA,4.83333349227905,4.75,6.04166650772095,5.08333349227905,0.833333313465118,NA,5.875,4.125,3.66666674613953,2.41666674613953,6.08333349227905,4.83333349227905,18.1666660308838,17.5,17.6666660308838,16.8333339691162,17.5
61.535,23.878,0,2024,4.83333349227905,4.08333349227905,5.5,4.58333349227905,5.5,5.625,5.08333349227905,4.29166650772095,NA,4.875,4.5,4.70833349227905,3.91666674613953,4.875,17,18,16.8333339691162,18,18.1666660308838
63.217612,26.346629,0,2024,3.20833325386047,3.16666674613953,4.875,NA,5.5,5.04166650772095,4.20833349227905,4.83333349227905,NA,3.54166674613953,3.66666674613953,5.16666650772095,4.29166650772095,5.75,17,17.5,16.3333339691162,18.1666660308838,18.1666660308838
63.217612,26.346629,0,2024,3.20833325386047,5.125,4.83333349227905,5.04166650772095,5.5,4.625,4.58333349227905,3.25,3.70833325386047,4.95833349227905,5.5,3.33333325386047,NA,3.33333325386047,18.1666660308838,18,17,18.1666660308838,18.1666660308838
61.535,23.878,0,2024,4.83333349227905,NA,5.5,5.29166650772095,5.5,4.91666650772095,2.375,5.625,3.25,5.16666650772095,4.58333349227905,4.875,5.5,6,18.1666660308838,17.5,18,17.8333339691162,17.6666660308838
63.217612,26.346629,0,2024,3.20833325386047,4.08333349227905,3.20833325386047,5.08333349227905,5,4.875,NA,4.45833349227905,4.5,6.08333349227905,4.20833349227905,2.91666674613953,5.16666650772095,3.5,17,18,17.1666660308838,17.6666660308838,18.6666660308838
63.217612,26.346629,0,2024,3.20833325386047,3.25,4.875,4.41666650772095,5,5.08333349227905,4.625,4.29166650772095,5,5.45833349227905,5.875,NA,6.16666650772095,3,17,17.5,17.6666660308838,17.1666660308838,17.6666660308838
61.535,23.878,0,2024,4.83333349227905,3.16666674613953,4.83333349227905,5.29166650772095,4.875,6.08333349227905,4.91666650772095,2.79166674613953,4.20833349227905,5.16666650772095,5.54166650772095,3.58333325386047,3.625,4.83333349227905,18.1666660308838,16.8333339691162,16.8333339691162,18,17.8333339691162
60.620744,23.53757,0,2024,5.29166650772095,5.125,5.5,5.29166650772095,4.66666650772095,5.5,4.58333349227905,4.45833349227905,5.875,4.41666650772095,3.875,5.625,NA,5.66666650772095,18.1666660308838,NA,17,18,18.1666660308838
63.14757,21.549228,0,2024,4.58333349227905,3.20833325386047,3.20833325386047,5.875,4.41666650772095,3.58333325386047,4.95833349227905,4.83333349227905,4.58333349227905,4.95833349227905,4.41666650772095,3.95833325386047,5.66666650772095,5.16666650772095,17,16.8333339691162,18,15.1666669845581,16
60.671236,25.285379,0,2024,5.04166650772095,3.25,4.83333349227905,4.45833349227905,4.83333349227905,4.58333349227905,5.08333349227905,4.95833349227905,NA,2.16666674613953,5.04166650772095,2.41666674613953,4.91666650772095,3.66666674613953,18.1666660308838,16.8333339691162,16.3333339691162,17,17.3333339691162
63.839419,24.547219,0,2024,3.25,5.125,3.20833325386047,5.20833349227905,1.33333337306976,3.54166674613953,4.33333349227905,NA,5.75,3.5,4.25,4.29166650772095,3.25,4.20833349227905,16.8333339691162,16.1666660308838,17,18.6666660308838,17.6666660308838
63.839419,24.547219,0,2024,3.25,3.20833325386047,3.25,4.83333349227905,3.91666674613953,4.95833349227905,5,4.5,6,6,NA,2.25,5.66666650772095,6,17.6666660308838,16.8333339691162,16.8333339691162,17,18.6666660308838
62.134125,25.656049,0,2024,4.25,4.08333349227905,4.875,1.33333337306976,5.45833349227905,4.79166650772095,3.54166674613953,3.66666674613953,5.375,5.29166650772095,5.29166650772095,5,NA,3.25,17.6666660308838,NA,16.3333339691162,18,17.6666660308838
60.131924,24.720795,0,2024,NA,3.25,4.83333349227905,5.16666650772095,3.83333325386047,3.66666674613953,4.79166650772095,4.75,NA,1.33333337306976,5,5.16666650772095,4.79166650772095,5.08333349227905,16.8333339691162,16.8333339691162,17,17,16.1666660308838
60.131924,24.720795,0,2024,NA,3.16666674613953,5.5,5.875,NA,5.16666650772095,5.25,5.29166650772095,5.875,5.16666650772095,4.91666650772095,4.25,4.58333349227905,5.25,17.6666660308838,16.1666660308838,18,NA,17
62.856588,27.642295,0,2024,3.875,5.125,3.29166674613953,5.875,4.875,4.83333349227905,5.16666650772095,NA,3.5,5.875,4.91666650772095,2.58333325386047,3.91666674613953,5,16.8333339691162,16.8333339691162,17.6666660308838,17.6666660308838,17.6666660308838
60.620744,23.53757,0,2024,5.29166650772095,4.08333349227905,4.25,4.58333349227905,4.79166650772095,4.33333349227905,2.75,4.29166650772095,4.25,4.58333349227905,4.375,5.83333349227905,3.91666674613953,NA,16.8333339691162,NA,17.3333339691162,17.6666660308838,17.5
63.14757,21.549228,0,2024,4.58333349227905,3.25,5.5,NA,6,3.91666674613953,NA,2.33333325386047,NA,NA,5.29166650772095,NA,6.16666650772095,4.75,17.6666660308838,16.8333339691162,18.1666660308838,17,18.5
60.110161,25.018642,0,2024,NA,3.25,4.25,5.25,5,5.16666650772095,4.29166650772095,5.625,NA,NA,4.95833349227905,5.29166650772095,4.79166650772095,6,16.8333339691162,16.1666660308838,17.6666660308838,NA,18.5
60.671236,25.285379,0,2024,5.04166650772095,5.125,3.29166674613953,6.41666650772095,3.875,3.33333325386047,4.91666650772095,4.45833349227905,4.91666650772095,4.75,4.95833349227905,6,3.83333325386047,3.5,16.8333339691162,17.6666660308838,17.3333339691162,18,18.5
65.851,24.231,0,2024,1.75,3.20833325386047,4.83333349227905,4.75,5.04166650772095,4.875,6.16666650772095,4.375,3.70833325386047,NA,5.16666650772095,6.08333349227905,4.875,3.25,17.6666660308838,NA,18.1666660308838,17.6666660308838,18.1666660308838
63.839419,24.547219,0,2024,3.25,NA,5.5,4.58333349227905,4.79166650772095,4.16666650772095,4.83333349227905,5.375,5.66666650772095,3.20833325386047,3.875,5.16666650772095,4.70833349227905,5,16.8333339691162,16.8333339691162,16.8333339691162,18,18.3333339691162
62.134125,25.656049,0,2024,4.25,4.08333349227905,3.29166674613953,NA,3.95833325386047,5.25,5.41666650772095,3.91666674613953,3.25,4.83333349227905,4.79166650772095,NA,2.16666674613953,5,16.8333339691162,16.3333339691162,17.6666660308838,17.6666660308838,18.3333339691162
62.856588,27.642295,0,2024,3.875,3.25,4.25,5.04166650772095,5.16666650772095,4.54166650772095,NA,3.66666674613953,4.5,5.54166650772095,4.41666650772095,4.75,4.75,NA,17.6666660308838,16.1666660308838,17.3333339691162,17.8333339691162,17.6666660308838
60.671236,25.285379,0,2024,5.04166650772095,3.16666674613953,4.25,5.08333349227905,4.79166650772095,0.833333313465118,NA,4.75,5.875,3.91666674613953,5.875,5.75,4.29166650772095,NA,17.6666660308838,17.6666660308838,18.1666660308838,17.8333339691162,18.3333339691162
60.620744,23.53757,0,2024,5.29166650772095,5.125,3.29166674613953,5.04166650772095,5.45833349227905,4.875,4.125,5.16666650772095,4.58333349227905,5.5,4.20833349227905,5.875,5.16666650772095,5.25,16.8333339691162,16.8333339691162,16.8333339691162,18,17.6666660308838
63.14757,21.549228,0,2024,4.58333349227905,3.95833325386047,4.16666650772095,5.54166650772095,5.54166650772095,5.08333349227905,4.29166650772095,5.875,NA,5.29166650772095,5.29166650772095,3.83333325386047,NA,3.91666674613953,18,16.3333339691162,17.3333339691162,18.1666660308838,18
60.110161,25.018642,0,2024,NA,5.04166650772095,4.25,NA,4.58333349227905,4.20833349227905,4.25,5.29166650772095,4.625,5.875,4.91666650772095,5.91666650772095,5.16666650772095,NA,16.3333339691162,17.6666660308838,16.8333339691162,17.5,15.1666669845581
60.671236,25.285379,0,2024,5.04166650772095,5.04166650772095,4.25,4.41666650772095,5.66666650772095,5.625,3.91666674613953,4.29166650772095,4.70833349227905,4.125,6,4.95833349227905,5.04166650772095,4.75,16.3333339691162,16.8333339691162,16.3333339691162,18,18.1666660308838
65.851,24.231,0,2024,1.75,NA,3.25,5.875,5.08333349227905,4.58333349227905,4.375,4.375,4.375,3.66666674613953,4.95833349227905,NA,3.625,6,17.6666660308838,16.8333339691162,17.6666660308838,15.1666669845581,17.8333339691162
63.839419,24.547219,0,2024,3.25,3.04166674613953,4.20833349227905,5.29166650772095,4.83333349227905,2.375,NA,5.375,4.25,4.83333349227905,4,5.45833349227905,NA,3.5,NA,16.3333339691162,17.3333339691162,17,18.1666660308838
62.134125,25.656049,0,2024,4.25,3.04166674613953,4.16666650772095,4.45833349227905,4.75,4.625,5.29166650772095,NA,3.83333325386047,3.91666674613953,3.66666674613953,5.20833349227905,NA,4.83333349227905,NA,16.1666660308838,18.1666660308838,18.6666660308838,NA
62.098598,30.432037,0,2024,3.29166674613953,3.375,4.875,4.20833349227905,5.91666650772095,4.91666650772095,5.45833349227905,3.91666674613953,NA,4.875,4.5,5.875,5.66666650772095,NA,18,17.6666660308838,17.5,18.6666660308838,17.6666660308838
62.856588,27.642295,0,2024,3.875,6.33333349227905,4.83333349227905,4.70833349227905,1.33333337306976,4.58333349227905,5.08333349227905,4.75,2.83333325386047,5.45833349227905,4.16666650772095,4.20833349227905,4.29166650772095,4.20833349227905,17.6666660308838,16.8333339691162,17.6666660308838,17,18.6666660308838
60.671236,25.285379,0,2024,5.04166650772095,4.66666650772095,5.5,5.70833349227905,3.91666674613953,4.95833349227905,4.16666650772095,4.75,3.66666674613953,3.83333325386047,4.58333349227905,4.95833349227905,5.33333349227905,6,16.8333339691162,16.3333339691162,18.1666660308838,NA,18.6666660308838
60.620744,23.53757,0,2024,5.29166650772095,2.16666674613953,3.29166674613953,5.20833349227905,4.875,5.08333349227905,5.04166650772095,5.16666650772095,5.875,NA,4.75,3.95833325386047,NA,3.25,NA,16.3333339691162,17.6666660308838,18.3333339691162,18.3333339691162
63.14757,21.549228,0,2024,4.58333349227905,4.45833349227905,4.875,4.83333349227905,4.79166650772095,4.33333349227905,3.83333325386047,5.875,4.5,4.79166650772095,4.20833349227905,6,4.25,NA,18,17.6666660308838,17.5,17.6666660308838,16.6666660308838
60.110161,25.018642,0,2024,NA,4.45833349227905,4.83333349227905,5.875,6,5.5,4.70833349227905,5.29166650772095,4.625,4.79166650772095,NA,4.91666650772095,4.79166650772095,NA,15.3333330154419,16.8333339691162,17.3333339691162,17.6666660308838,18
60.110161,25.018642,0,2024,NA,1.33333337306976,4.25,4.66666650772095,3.875,3.58333325386047,2.16666674613953,4.45833349227905,4.58333349227905,4.83333349227905,4.375,NA,4.58333349227905,4.75,16.3333339691162,NA,18.1666660308838,17,18.6666660308838
60.671236,25.285379,0,2024,5.04166650772095,4.25,4.25,4.41666650772095,5.04166650772095,4.95833349227905,5.08333349227905,2.91666674613953,NA,4.125,4.125,4.58333349227905,NA,6,17.6666660308838,16.8333339691162,17.5,NA,18
65.851,24.231,0,2024,1.75,4.25,4.20833349227905,4.79166650772095,3.875,4.79166650772095,4.75,2.33333325386047,3.83333325386047,NA,5.875,4.04166650772095,3.91666674613953,3.5,18,16.3333339691162,17.6666660308838,18,17.6666660308838
62.134125,25.656049,0,2024,4.25,2.91666674613953,5,4.45833349227905,3.91666674613953,5.25,4.29166650772095,4.16666650772095,NA,4.79166650772095,2.875,4.70833349227905,6.08333349227905,3,18,16.1666660308838,17.6666660308838,18,18.6666660308838
62.134125,25.656049,0,2024,4.25,5.20833349227905,4.16666650772095,5.875,5.16666650772095,2.75,5.5,4.25,2.83333325386047,4.125,NA,3.58333325386047,4.79166650772095,4.83333349227905,17.6666660308838,17.6666660308838,17.5,18,18.1666660308838
62.098598,30.432037,0,2024,3.29166674613953,6.04166650772095,4.25,4.58333349227905,3.04166674613953,4.29166650772095,5.04166650772095,5.54166650772095,5.875,3.95833325386047,4.33333349227905,5.45833349227905,3.66666674613953,5.66666650772095,16.8333339691162,18.1666660308838,17.1666660308838,18.1666660308838,18.1666660308838
62.098598,30.432037,0,2024,3.29166674613953,3.83333325386047,4.25,5.25,5.29166650772095,4.83333349227905,4.29166650772095,4,4.5,3.54166674613953,NA,4.875,4.25,3.5,NA,18,17.6666660308838,NA,17
60.131924,24.720795,0,2024,NA,6,3.29166674613953,6.41666650772095,5.54166650772095,5.41666650772095,3.25,4.875,4.625,4.95833349227905,NA,4.66666650772095,NA,3,18,18,17.6666660308838,17.6666660308838,17.8333339691162
62.856588,27.642295,0,2024,3.875,4.16666650772095,4.16666650772095,NA,4.58333349227905,NA,5.33333349227905,5.375,4.58333349227905,5.16666650772095,4.83333349227905,4.16666650772095,5.04166650772095,4.83333349227905,15.3333330154419,NA,16.3333339691162,18,18
60.671236,25.285379,0,2024,5.04166650772095,3.875,5.5,5.04166650772095,5.66666650772095,4.125,4.25,3.91666674613953,5.16666650772095,4.79166650772095,2.75,4.58333349227905,6,3.91666674613953,16.3333339691162,16.8333339691162,17,18.3333339691162,18
60.620744,23.53757,0,2024,5.29166650772095,3.875,3.29166674613953,5.29166650772095,5.29166650772095,4.29166650772095,NA,3.66666674613953,3.91666674613953,5.75,4.41666650772095,4.08333349227905,6.16666650772095,5.66666650772095,17.6666660308838,16.8333339691162,17.1666660308838,18.1666660308838,17.6666660308838
60.620744,23.53757,0,2024,5.29166650772095,5.41666650772095,5.08333349227905,5.08333349227905,4.16666650772095,4.75,5.04166650772095,6.08333349227905,NA,5.45833349227905,4.04166650772095,5.29166650772095,5.16666650772095,5.16666650772095,17.5,17.6666660308838,17.6666660308838,17.6666660308838,18.6666660308838
63.14757,21.549228,0,2024,4.58333349227905,3.25,2.70833325386047,NA,4.83333349227905,4.25,6.08333349227905,4.75,5.875,5.66666650772095,5.29166650772095,4.16666650772095,5.875,3.66666674613953,18,17.6666660308838,17.3333339691162,18.5,15.1666669845581
